"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for Test_FixtureTeardown","0","Test_FixtureTeardown","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_FixtureTeardown","Test_FixtureTeardown"
"","447","calls setFilters when the Confirm button is clicked","Privilege Zones History Filter Dialog","Sat Jan 17 00:44:32 UTC 2026","passed","Sat Jan 17 00:44:32 UTC 2026","","","",""
"","907","should render many sections with many navigation items","SubNav","Sat Jan 17 00:46:00 UTC 2026","passed","Sat Jan 17 00:46:01 UTC 2026","","","",""
"Test cases for TestResources_GetAIACAEntityInfo","200","TestResources_GetAIACAEntityInfo","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAIACAEntityInfo","TestResources_GetAIACAEntityInfo"
"Test cases for TestResources_ListADDomainContainedGPOs","2","TestResources_ListADDomainContainedGPOs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGPOs","TestResources_ListADDomainContainedGPOs"
"","6","sets autoDisplayTable to false if query type is pathfinding","useExploreTableAutoDisplay","Sat Jan 17 00:46:02 UTC 2026","passed","Sat Jan 17 00:46:02 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityPSRemoteRights","1","TestResources_ListADEntityPSRemoteRights","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityPSRemoteRights","TestResources_ListADEntityPSRemoteRights"
"","248","eventually displays a list of early access features when warning dialog is accepted","EarlyAccessFeatures","Sat Jan 17 00:47:52 UTC 2026","passed","Sat Jan 17 00:47:53 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityAdminRights","0","TestResources_ListADEntityAdminRights","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityAdminRights","TestResources_ListADEntityAdminRights"
"","405","displays default text for domain selector when globalDomain is null","GroupManagement","Sat Jan 17 00:47:50 UTC 2026","passed","Sat Jan 17 00:47:50 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagMemberCountsByKind","4","TestResources_GetAssetGroupTagMemberCountsByKind","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagMemberCountsByKind","TestResources_GetAssetGroupTagMemberCountsByKind"
"Test cases for TestAuditLogin_UserNotFound","0","TestAuditLogin_UserNotFound","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"","757","should call onSubmit with email address and password when login button clicked","LoginForm","Sat Jan 17 00:46:24 UTC 2026","passed","Sat Jan 17 00:46:24 UTC 2026","","","",""
"","20","renders custom icon correctly","NodeIcon","Sat Jan 17 00:46:25 UTC 2026","passed","Sat Jan 17 00:46:25 UTC 2026","","","",""
"Test cases for Test_setRawValue","0","Test_setRawValue","","Sat Jan 17 00:41:54 UTC 2026","passed","Sat Jan 17 00:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/Test_setRawValue","Test_setRawValue"
"Test cases for TestManagementResource_PutUserAuthSecret","6608","TestManagementResource_PutUserAuthSecret","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_PutUserAuthSecret","TestManagementResource_PutUserAuthSecret"
"Test cases for TestRandomDurationBetween","25","TestRandomDurationBetween","","Sat Jan 17 00:41:55 UTC 2026","passed","Sat Jan 17 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestRandomDurationBetween","TestRandomDurationBetween"
"Test cases for TestFetchTenants","0","TestFetchTenants","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestFetchTenants","TestFetchTenants"
"","345","renders an empty message for the entity panel before a node is selected","GroupManagement","Sat Jan 17 00:47:52 UTC 2026","passed","Sat Jan 17 00:47:52 UTC 2026","","","",""
"Test cases for TestResources_ListADEntityControllers","4","TestResources_ListADEntityControllers","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityControllers","TestResources_ListADEntityControllers"
"","92","displays an error message","GraphView","Sat Jan 17 00:47:49 UTC 2026","passed","Sat Jan 17 00:47:50 UTC 2026","","","",""
"","81","should display the logged in user's full name","UserProfile","Sat Jan 17 00:44:46 UTC 2026","passed","Sat Jan 17 00:44:46 UTC 2026","","","",""
"Test cases for TestSupportsETACMiddleware","3","TestSupportsETACMiddleware","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestSupportsETACMiddleware","TestSupportsETACMiddleware"
"Test cases for TestDefineSID","0","TestDefineSID","","Sat Jan 17 00:42:08 UTC 2026","passed","Sat Jan 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
"","68","navigates to the specified route with global params intact","AppNavigate","Sat Jan 17 00:45:50 UTC 2026","passed","Sat Jan 17 00:45:50 UTC 2026","","","",""
"Test cases for TestResources_ListPublishedToCAs","0","TestResources_ListPublishedToCAs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListPublishedToCAs","TestResources_ListPublishedToCAs"
"Test cases for TestResources_ListADDomainContainedOUs","1","TestResources_ListADDomainContainedOUs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedOUs","TestResources_ListADDomainContainedOUs"
"","1","calculates skip correctly for pageParam > 1","createHistoryParams","Sat Jan 17 00:46:06 UTC 2026","passed","Sat Jan 17 00:46:06 UTC 2026","","","",""
"Test cases for TestGetMFAActivationStatus_Success","0","TestGetMFAActivationStatus_Success","","Sat Jan 17 00:42:27 UTC 2026","passed","Sat Jan 17 00:42:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestGetMFAActivationStatus_Success","TestGetMFAActivationStatus_Success"
"","500","displays a warning dialog when mounted","EarlyAccessFeatures","Sat Jan 17 00:47:52 UTC 2026","passed","Sat Jan 17 00:47:52 UTC 2026","","","",""
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Sat Jan 17 00:46:51 UTC 2026","passed","Sat Jan 17 00:46:51 UTC 2026","","","",""
"Test cases for TestManagementResource_ListPermissions_PredicateMismatchWithColumn","0","TestManagementResource_ListPermissions_PredicateMismatchWithColumn","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_PredicateMismatchWithColumn","TestManagementResource_ListPermissions_PredicateMismatchWithColumn"
"Test cases for TestResources_ListADOUContainedGroups","1","TestResources_ListADOUContainedGroups","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedGroups","TestResources_ListADOUContainedGroups"
"","170","should display a ""Reset Password"" button","UserProfile","Sat Jan 17 00:44:46 UTC 2026","passed","Sat Jan 17 00:44:47 UTC 2026","","","",""
"","890","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","UpdateUserForm","Sat Jan 17 00:42:59 UTC 2026","passed","Sat Jan 17 00:42:59 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_PredicateMismatchWithColumn","0","TestResources_ListAuditLogs_PredicateMismatchWithColumn","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_PredicateMismatchWithColumn","TestResources_ListAuditLogs_PredicateMismatchWithColumn"
"Test cases for TestGetSkipParamForGraphQuery","0","TestGetSkipParamForGraphQuery","","Sat Jan 17 00:42:06 UTC 2026","passed","Sat Jan 17 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGetSkipParamForGraphQuery","TestGetSkipParamForGraphQuery"
"","9","dismisses a notification","AppNotifications","Sat Jan 17 00:45:50 UTC 2026","passed","Sat Jan 17 00:45:50 UTC 2026","","","",""
"","2145","Clicking on a row causes row to be selected","ExploreTable","Sat Jan 17 00:42:51 UTC 2026","passed","Sat Jan 17 00:42:53 UTC 2026","","","",""
"Test cases for TestDatabase_GetAssetGroupTagSelector","0","TestDatabase_GetAssetGroupTagSelector","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabase_GetAssetGroupTagSelector","TestDatabase_GetAssetGroupTagSelector"
"","0","Input does not contain a type","Parsing the debounced input for type and keyword values","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"","2364","Sort arrow is visible and direction is correct","ExploreTable","Sat Jan 17 00:42:55 UTC 2026","passed","Sat Jan 17 00:42:58 UTC 2026","","","",""
"","112","returns Tag Object counts when there is a Tag selected but no Rule selected (ruleId is undefined from path params)","useObjectCounts","Sat Jan 17 00:46:38 UTC 2026","passed","Sat Jan 17 00:46:38 UTC 2026","","","",""
"Test cases for TestParseGPOData","2","TestParseGPOData","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseGPOData","TestParseGPOData"
"Test cases for Test_SetDependency","0","Test_SetDependency","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_SetDependency","Test_SetDependency"
"Test cases for TestResources_ListFileUploadJobs","0","TestResources_ListFileUploadJobs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListFileUploadJobs","TestResources_ListFileUploadJobs"
"Test cases for TestResources_GetShortestPath","12","TestResources_GetShortestPath","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetShortestPath","TestResources_GetShortestPath"
"Test cases for TestStringSetValid","0","TestStringSetValid","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringSetValid","TestStringSetValid"
"Test cases for TestResources_ListAuditLogs_Filtered","0","TestResources_ListAuditLogs_Filtered","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_Filtered","TestResources_ListAuditLogs_Filtered"
"","8","allows you to cancel filter updates before applying them to the url and reset to the default filter state","usePathfindingFilters","Sat Jan 17 00:46:30 UTC 2026","passed","Sat Jan 17 00:46:30 UTC 2026","","","",""
"","486","Displays the selectors list if passed in through additional sections","EntityInfoDataTableList","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"Test cases for Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","0","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail","Test_filterNodesToSearchResult_filterEnvironments_tenantIDFail"
"Test cases for TestIntPointer","1","TestIntPointer","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntPointer","TestIntPointer"
"Test cases for Test_filterNodesToSearchResult_includeOpenGraphNodes","0","Test_filterNodesToSearchResult_includeOpenGraphNodes","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_includeOpenGraphNodes","Test_filterNodesToSearchResult_includeOpenGraphNodes"
"","322","sets a primarySearch=id and searchType=node when secondarySearch is falsey","ContextMenu","Sat Jan 17 00:47:41 UTC 2026","passed","Sat Jan 17 00:47:41 UTC 2026","","","",""
"","119","returns a nodes array","useEdgeInfoItems","Sat Jan 17 00:45:20 UTC 2026","passed","Sat Jan 17 00:45:20 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery_InvalidBody","0","TestResources_CreateSavedQuery_InvalidBody","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_InvalidBody","TestResources_CreateSavedQuery_InvalidBody"
"Test cases for TestSelectGPOContainerCandidateFilter","0","TestSelectGPOContainerCandidateFilter","","Sat Jan 17 00:42:08 UTC 2026","passed","Sat Jan 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/TestSelectGPOContainerCandidateFilter","TestSelectGPOContainerCandidateFilter"
"Test cases for TestResources_GetAssetGroupTagSelectors","3","TestResources_GetAssetGroupTagSelectors","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagSelectors","TestResources_GetAssetGroupTagSelectors"
"","204","removes a node from an asset group tag","AssetGroupMenuItem","Sat Jan 17 00:43:50 UTC 2026","passed","Sat Jan 17 00:43:50 UTC 2026","","","",""
"TestManifest_AddMigration tests that migrations are added to the correct locationwithin the migration map and in the correct order.","6","TestManifest_AddMigration","","Sat Jan 17 00:41:57 UTC 2026","passed","Sat Jan 17 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestManifest_AddMigration","TestManifest_AddMigration"
"","7","removes multiple keys from state","useObjectState","Sat Jan 17 00:46:28 UTC 2026","passed","Sat Jan 17 00:46:28 UTC 2026","","","",""
"Test cases for TestResources_GetIssuancePolicyEntityInfo","219","TestResources_GetIssuancePolicyEntityInfo","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetIssuancePolicyEntityInfo","TestResources_GetIssuancePolicyEntityInfo"
"","89","should render a button with the passed in display text","GraphButton","Sat Jan 17 00:47:06 UTC 2026","passed","Sat Jan 17 00:47:06 UTC 2026","","","",""
"","21","should display the checkbox group title","Checkbox group","Sat Jan 17 00:46:50 UTC 2026","passed","Sat Jan 17 00:46:50 UTC 2026","","","",""
"","216","should fire ""onClose"" once","UserTokenManagementDialog","Sat Jan 17 00:45:41 UTC 2026","passed","Sat Jan 17 00:45:41 UTC 2026","","when user clicks ""Close"" button","",""
"Test cases for TestSortJSONArrays","1","TestSortJSONArrays","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrays","TestSortJSONArrays"
"","60","renders a link to the documentation","BloodHoundConfiguration","Sat Jan 17 00:48:16 UTC 2026","passed","Sat Jan 17 00:48:16 UTC 2026","","","",""
"","1096","should disable save button while input is empty","SaveQueryDialog","Sat Jan 17 00:42:49 UTC 2026","passed","Sat Jan 17 00:42:50 UTC 2026","","","",""
"Test cases for TestSIDSuffix_PrependPrefix","0","TestSIDSuffix_PrependPrefix","","Sat Jan 17 00:42:08 UTC 2026","passed","Sat Jan 17 00:42:08 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestSIDSuffix_PrependPrefix","TestSIDSuffix_PrependPrefix"
"","163","should on clicking collapse all remove expandedPanelSections param from url and set isObjectInfoPanelOpen in context to false","EntityInfoHeader","Sat Jan 17 00:45:25 UTC 2026","passed","Sat Jan 17 00:45:25 UTC 2026","","","",""
"","558","renders trigger button and dropdown items","TagToZoneLabel","Sat Jan 17 00:42:59 UTC 2026","passed","Sat Jan 17 00:42:59 UTC 2026","","","",""
"Test cases for TestAssetGroupMembers_BuildFilteringConditional_Error","0","TestAssetGroupMembers_BuildFilteringConditional_Error","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_BuildFilteringConditional_Error","TestAssetGroupMembers_BuildFilteringConditional_Error"
